aX,aY,aZ,gX,gY,gZ
-0.07,0.99,0.17,-2.73,-5.04-0.56,
-0.05,0.92,0.25,1.82,1.05-0.70,
-0.05,0.96,0.13,1.75,-3.08-0.35,
-0.07,1,0.14,-0.56,-7.35-0.70,
-0.09,1,0.19,-2.59,-7.42-1.47,
-0.11,0.98,0.23,-3.22,-4.97-2.73,
-0.11,1,0.21,-4.69,-3.29-5.39,
-0.12,0.92,0.19,-4.48,-5.18-4.55,
-0.1,0.92,0.18,-5.53,-8.05-3.85,
-0.08,0.9,0.16,-2.73,-11.55-0.91,
-0.1,0.96,0.17,-1.89,-13.72-0.63,
-0.07,0.92,0.17,0.28,-14.140.77,
-0.03,0.94,0.22,0.98,-12.391.75,
-0.08,0.97,0.23,-1.82,-8.612.45,
-0.14,0.96,0.23,-4.9,-2.731.47,
-0.12,0.97,0.21,-3.92,-0.490.84,
-0.12,0.92,0.16,-1.19,-4.201.75,
-0.14,0.96,0.15,-0.84,-10.151.26,
-0.08,0.95,0.19,0.91,-10.15-1.47,
-0.06,0.94,0.18,2.66,-11.97-1.12,
-0.07,0.95,0.21,2.8,-12.600.84,
-0.06,0.95,0.24,1.75,-7.98-0.07,
-0.08,0.92,0.23,3.5,-4.48-0.35,
-0.1,0.97,0.22,1.05,-3.22-0.14,
-0.09,0.98,0.22,-1.4,-1.54-0.63,
-0.11,0.98,0.21,-4.13,-0.14-0.63,
-0.11,1.02,0.19,-8.4,0.00-1.54,
-0.1,0.99,0.22,-11.76,-1.47-2.17,
-0.1,0.95,0.21,-12.67,-1.05-1.54,
-0.12,0.95,0.21,-13.51,-1.96-1.89,
-0.12,0.95,0.21,-14.77,-2.31-2.45,
-0.1,0.97,0.23,-15.82,-1.05-3.22,
-0.1,1,0.23,-20.65,-0.77-3.43,
-0.12,0.96,0.24,-24.5,1.26-3.29,
-0.11,0.91,0.22,-22.68,2.73-1.75,
-0.11,0.85,0.22,-18.13,2.451.19,
-0.08,0.89,0.22,-13.02,2.732.10,
-0.08,0.94,0.23,-13.72,2.942.52,
-0.09,0.99,0.26,-20.02,6.582.87,
-0.15,1,0.27,-26.81,10.570.84,
-0.17,0.98,0.25,-30.52,13.23-0.28,
-0.03,0.95,0.29,-34.44,22.96-0.42,
-0.25,0.81,0.15,-25.76,7.772.52,
-0.02,0.92,0.23,-17.64,7.702.45,
-0.05,0.94,0.21,-15.89,3.853.71,
-0.09,0.98,0.18,-13.23,-3.923.50,
-0.07,0.99,0.2,-13.72,-6.512.45,
-0.13,0.98,0.25,-15.54,-6.721.82,
-0.12,1.04,0.26,-23.94,-7.28-2.03,
-0.11,0.94,0.31,-26.46,-9.10-1.82,
-0.06,1.02,0.39,-35.21,-0.70-5.88,
-0.23,0.96,0.43,-34.93,1.61-7.35,
-0.07,0.79,0.25,-30.8,-0.07-4.83,
-0.09,0.86,0.31,-10.5,3.71-1.75,
-0.09,1.05,0.44,-29.54,4.55-5.39,
-0.05,0.72,0.31,-11.41,0.21-1.47,
-0.1,0.98,0.31,-25.76,0.42-2.31,
-0.09,0.91,0.32,-9.31,-0.84-2.66,
-0.05,0.92,0.28,-6.23,-4.55-4.41,
-0.08,0.84,0.27,6.37,-3.71-0.49,
-0.07,0.93,0.27,8.26,-5.60-0.49,
-0.09,0.94,0.29,6.65,-7.42-1.96,
-0.08,0.9,0.28,10.71,-7.00-3.50,
-0.07,0.91,0.32,16.24,-5.60-2.10,
-0.08,0.96,0.38,16.73,0.35-4.48,
-0.12,0.96,0.41,7.07,7.28-4.62,
-0.12,0.86,0.32,18.97,8.26-2.59,
-0.13,0.88,0.37,21.42,11.76-0.21,
-0.12,1.07,0.25,0.84,16.940.56,
-0.08,1.01,0.29,1.12,15.823.78,
-0.07,1.01,0.27,-0.91,11.903.01,
-0.06,1.03,0.26,-3.64,8.401.96,
-0.08,0.98,0.26,-7,6.792.03,
-0.11,0.95,0.27,-6.79,7.352.38,
-0.11,0.91,0.27,-7.21,9.033.71,
-0.11,0.91,0.27,-6.51,8.333.43,
-0.11,0.93,0.26,-5.81,6.932.45,
-0.11,0.93,0.27,-4.69,5.741.54,
-0.12,0.92,0.29,-2.45,5.531.75,
-0.13,0.93,0.29,-2.66,6.301.68,
-0.12,0.94,0.28,-3.92,7.842.17,
-0.11,0.93,0.27,-4.55,8.892.10,
-0.1,0.93,0.27,-4.2,7.701.89,
-0.1,0.93,0.26,-3.92,5.881.75,
-0.1,0.93,0.26,-2.87,3.922.24,
-0.1,0.93,0.27,-1.61,2.522.38,
-0.1,0.92,0.29,-1.4,2.942.80,
-0.11,0.93,0.3,-1.75,3.783.15,
-0.11,0.94,0.31,-2.24,4.412.31,
-0.12,0.94,0.32,-2.52,5.321.82,
-0.13,0.94,0.3,-2.94,7.001.40,
-0.13,0.95,0.29,-4.27,5.740.84,
-0.12,0.96,0.28,-5.6,3.920.14,
-0.11,0.95,0.28,-6.3,1.61-0.21,
-0.1,0.92,0.29,-4.69,-1.12-0.42,
-0.11,0.92,0.3,-3.71,-2.660.49,
-0.11,0.9,0.3,-3.78,-3.361.96,
-0.12,0.89,0.31,-3.57,-5.532.38,
-0.11,0.9,0.34,-4.06,-1.822.73,
-0.1,0.91,0.31,-2.31,-0.072.80,
-0.1,0.93,0.3,-1.47,-0.352.31,
-0.11,0.92,0.3,-0.84,-0.772.03,
-0.11,0.92,0.3,-0.49,-0.841.89,
-0.11,0.92,0.29,-0.28,-0.912.24,
-0.11,0.92,0.28,-0.21,-2.381.96,
-0.11,0.92,0.3,-1.12,-3.502.24,
-0.09,0.9,0.31,-1.26,-4.272.80,
-0.07,0.91,0.31,-0.07,-4.972.52,
-0.09,0.9,0.31,1.96,-5.952.80,
-0.1,0.92,0.33,2.17,-5.322.10,
-0.1,0.92,0.33,2.38,-2.871.68,
-0.11,0.93,0.35,2.94,-0.911.40,
-0.11,0.92,0.35,3.29,0.561.61,
-0.11,0.91,0.38,2.87,2.872.59,
-0.1,0.9,0.37,3.64,5.882.66,
-0.11,0.92,0.37,3.71,9.242.66,
-0.1,0.93,0.37,2.94,14.073.29,
-0.11,0.95,0.34,3.15,15.262.80,
-0.09,0.94,0.34,3.85,16.032.94,
-0.1,0.93,0.32,5.67,16.802.52,
-0.12,0.94,0.29,4.97,15.261.68,
-0.11,0.92,0.26,5.32,12.391.61,
-0.1,0.95,0.27,3.36,7.211.68,
-0.12,0.97,0.27,-1.26,2.520.14,
-0.1,0.95,0.28,-1.96,1.12-0.63,
-0.09,0.96,0.28,-1.68,1.33-2.17,
-0.09,0.99,0.27,0.21,2.24-2.80,
-0.08,1,0.25,-5.04,-0.28-5.32,
-0.07,0.99,0.26,-2.66,-1.26-7.07,
-0.07,0.97,0.25,-7.49,-2.87-10.22,
-0.08,0.87,0.22,-3.99,-5.32-6.86,
-0.11,1.07,0.26,-2.66,-7.49-11.06,
-0.09,0.89,0.23,-5.95,-8.96-11.34,
-0.14,0.86,0.22,-1.89,-10.92-7.42,
-0.07,0.94,0.25,13.16,-8.19-1.82,
-0.12,1,0.21,-8.61,-3.08-5.32,
-0.12,0.8,0.2,-6.09,-5.392.38,
-0.07,0.84,0.28,0.07,0.357.63,
-0.12,0.82,0.18,-7.35,-7.4915.12,
-0.14,0.85,0.17,-1.26,-15.8218.55,
-0.18,1.03,0.23,-3.43,-15.8212.46,
-0.19,1.03,0.29,-9.73,-11.482.03,
-0.11,0.96,0.28,-4.13,-3.992.24,
-0.16,0.96,0.27,-3.85,-6.724.41,
-0.15,0.98,0.29,-3.71,-6.934.97,
-0.12,1.07,0.32,-11.13,-3.92-1.68,
-0.11,1,0.3,-20.09,-4.55-4.13,
-0.12,0.95,0.31,-21.07,-3.78-5.18,
-0.13,0.94,0.32,-20.79,-1.26-5.95,
-0.15,0.95,0.33,-21.63,1.12-6.65,
-0.17,0.95,0.33,-22.89,2.59-7.56,
-0.19,0.94,0.32,-22.19,3.29-8.54,
-0.2,0.93,0.29,-23.17,1.12-9.17,
-0.2,0.92,0.31,-24.64,-2.10-9.66,
-0.21,0.9,0.31,-25.97,-6.51-9.17,
-0.24,0.89,0.31,-25.27,-9.45-9.17,
-0.26,0.9,0.34,-25.41,-10.78-8.89,
-0.26,0.89,0.36,-27.37,-11.76-9.17,
-0.24,0.89,0.38,-28.84,-12.04-9.87,
-0.21,0.88,0.37,-29.4,-11.41-10.57,
-0.18,0.75,0.36,-29.96,-12.32-11.20,
-0.14,0.87,0.36,-30.24,-13.02-12.60,
-0.1,0.87,0.38,-31.92,-11.76-13.16,
-0.07,0.87,0.4,-34.02,-10.50-13.37,
-0.07,0.86,0.41,-35.49,-7.28-12.25,
-0.07,0.87,0.42,-36.19,-1.82-11.06,
-0.08,0.86,0.46,-35.91,3.64-9.52,
-0.1,0.85,0.49,-35.14,6.09-8.12,
-0.12,0.86,0.52,-35.35,6.16-8.47,
-0.16,0.86,0.53,-32.2,10.71-9.66,
-0.17,0.86,0.45,-26.11,16.94-10.22,
-0.13,0.86,0.39,-24.08,19.67-10.57,
-0.07,0.86,0.39,-25.2,17.92-10.36,
-0.02,0.86,0.37,-27.3,14.28-9.31,
0.01,0.86,0.37,-28,10.85-7.28,
0.04,0.87,0.42,-28.49,9.45-4.13,
0.03,0.87,0.49,-27.72,12.46-0.21,
0.01,0.88,0.5,-26.39,17.992.66,
-0.02,0.88,0.55,-26.95,21.003.92,
-0.05,0.87,0.56,-28,24.996.16,
-0.1,0.84,0.51,-24.22,31.017.35,
-0.12,0.83,0.48,-20.09,33.537.77,
-0.12,0.85,0.46,-17.15,31.367.07,
-0.12,0.85,0.43,-15.33,26.746.93,
-0.13,0.85,0.42,-11.13,21.216.72,
-0.13,0.86,0.43,-8.68,15.686.65,
-0.11,0.85,0.45,-8.05,10.577.00,
-0.1,0.84,0.48,-8.26,6.727.00,
-0.08,0.83,0.52,-8.47,4.345.88,
-0.07,0.83,0.57,-10.01,0.563.99,
-0.08,0.83,0.6,-15.26,-4.483.29,
-0.13,0.81,0.74,-17.22,-8.400.70,
-0.16,0.8,0.65,-17.08,-8.26-2.87,
-0.17,0.78,0.64,-15.96,-7.35-6.72,
-0.18,0.77,0.6,-15.26,-7.14-9.66,
-0.2,0.76,0.58,-14.21,-9.24-12.53,
-0.19,0.76,0.54,-12.53,-11.90-15.68,
-0.19,0.75,0.51,-8.75,-15.33-18.55,
-0.17,0.78,0.48,-6.79,-17.78-20.58,
-0.15,0.79,0.49,-8.33,-19.67-22.19,
-0.11,0.83,0.51,-14.21,-22.75-24.08,
-0.08,0.83,0.51,-19.53,-25.41-24.85,
-0.05,0.83,0.5,-22.54,-26.46-25.55,
-0.03,0.83,0.48,-23.59,-26.74-26.11,
-0.03,0.8,0.49,-24.29,-28.98-27.16,
-0.01,0.79,0.53,-27.86,-34.02-28.84,
0,0.74,0.56,-31.99,-36.61-28.98,
-0.03,0.71,0.58,-35.84,-37.73-28.91,
-0.06,0.7,0.64,-40.39,-40.32-28.70,
-0.12,0.73,0.65,-48.44,-42.91-30.87,
-0.16,0.7,0.65,-52.92,-39.83-31.36,
-0.21,0.71,0.6,-54.67,-37.87-33.04,
-0.21,0.73,0.55,-55.72,-39.06-53.48,
-0.2,0.74,0.51,-56.7,-42.49-39.41,
-0.18,0.72,0.47,-56,-44.94-41.37,
-0.19,0.72,0.43,-51.45,-45.92-44.73,
-0.17,0.74,0.46,-50.33,-50.19-49.42,
-0.13,0.71,0.52,-52.01,-54.60-52.85,
-0.11,0.66,0.56,-52.92,-53.41-53.76,
-0.11,0.51,0.63,-55.51,-50.75-53.48,
-0.13,0.59,0.76,-59.43,-43.54-53.34,
-0.12,0.6,0.78,-61.32,-26.39-55.09,
-0.06,0.65,0.65,-67.62,-20.37-58.03,
-0.02,0.61,0.69,-73.78,-14.42-57.82,
-0.05,0.59,0.63,-75.74,-9.59-54.60,
-0.07,0.62,0.47,-81.34,-18.55-49.63,
-0.1,0.65,0.4,-91.28,-33.60-42.84,
-0.15,0.6,0.41,-97.93,-41.37-39.55,
-0.21,0.54,0.54,-98.63,-40.74-35.70,
-0.19,0.57,0.68,-97.37,-28.84-33.04,
-0.23,0.68,0.71,-103.95,-20.02-29.47,
-0.18,0.67,0.56,-107.03,-11.48-28.00,
-0.12,0.64,0.45,-103.32,-2.03-25.69,
-0.08,0.59,0.44,-99.05,6.37-23.10,
-0.03,0.52,0.63,-97.86,15.89-17.01,
-0.1,0.44,0.87,-105.21,23.17-8.26,
-0.33,0.43,0.94,-112.7,25.692.03,
-0.53,0.46,0.87,-116.27,25.207.63,
-0.61,0.42,0.87,-113.96,23.6611.62,
-0.65,0.28,0.81,-98.35,12.8820.58,
-0.75,0.38,0.92,-91.56,-5.4621.77,
-0.52,0.25,0.98,-93.38,-5.3919.39,
-0.23,0.16,1.04,-83.58,14.0016.31,
-0.11,0.31,1.08,-80.85,29.1215.12,
-0.11,0.45,1.1,-81.9,34.6515.75,
-0.25,0.56,1.2,-83.93,33.889.24,
-0.37,0.3,1.27,-73.08,35.706.44,
-0.35,0.3,1.34,-58.03,41.864.55,
-0.43,0.28,1.28,-47.25,42.772.52,
-0.53,0.3,1.23,-36.61,42.351.47,
-0.48,0.33,1.25,-31.85,44.942.45,
-0.43,0.3,1.21,-24.78,47.461.61,
-0.47,0.29,1.11,-15.26,46.27-0.91,
-0.5,0.34,1.03,-7,41.37-2.31,
-0.49,0.35,0.99,-1.05,33.60-4.20,
-0.46,0.33,0.97,4.41,28.49-6.23,
-0.45,0.3,0.96,5.46,25.90-6.72,
-0.43,0.26,0.92,6.16,26.11-7.00,
-0.4,0.24,0.89,5.39,29.26-6.79,
-0.37,0.25,0.87,3.08,32.34-6.37,
-0.37,0.27,0.83,-0.14,34.23-6.02,
-0.36,0.28,0.82,-2.03,34.58-5.88,
-0.37,0.29,0.8,-2.87,33.11-6.09,
-0.39,0.31,0.8,-2.94,31.36-7.14,
-0.42,0.32,0.81,-3.36,29.61-9.31,
-0.44,0.34,0.82,-4.76,28.00-12.11,
-0.46,0.35,0.81,-6.09,26.67-12.95,
-0.5,0.37,0.8,-8.61,24.43-15.12,
-0.51,0.35,0.79,-10.99,21.56-16.87,
-0.52,0.32,0.79,-11.76,17.64-17.29,
-0.52,0.31,0.8,-11.69,14.00-16.45,
-0.52,0.31,0.81,-10.99,10.57-14.70,
-0.52,0.3,0.82,-10.01,7.98-12.46,
-0.52,0.31,0.81,-9.52,4.34-9.87,
-0.51,0.36,0.81,-9.45,1.54-7.07,
-0.47,0.38,0.84,-9.03,0.49-4.41,
-0.42,0.39,0.87,-8.19,-1.19-2.38,
-0.38,0.38,0.89,-7.28,-2.80-1.47,
-0.37,0.37,0.89,-6.58,-5.11-1.68,
-0.36,0.35,0.9,-6.93,-6.65-2.31,
-0.37,0.34,0.91,-6.44,-8.68-2.66,
-0.38,0.33,0.92,-7.21,-9.66-2.45,
-0.37,0.31,0.93,-8.47,-8.75-3.01,
-0.35,0.29,0.95,-8.82,-6.44-3.08,
-0.33,0.28,0.95,-8.26,-3.57-2.87,
-0.32,0.25,0.93,-5.95,-1.19-3.92,
-0.34,0.24,0.91,-4.34,-0.63-4.76,
-0.38,0.24,0.89,-4.27,-1.05-5.60,
-0.41,0.23,0.87,-3.85,-1.05-6.65,
-0.41,0.22,0.87,-3.08,-0.77-7.56,
-0.42,0.21,0.89,-2.1,0.70-8.26,
-0.41,0.19,0.92,-0.91,3.85-9.17,
-0.39,0.2,0.98,0.98,8.82-9.45,
-0.37,0.23,1,2.66,15.82-10.22,
-0.36,0.25,0.99,3.85,18.83-10.92,
-0.37,0.27,0.96,5.18,16.73-11.69,
-0.38,0.28,0.88,2.24,12.74-10.57,
-0.43,0.26,0.83,0,9.03-9.80,
-0.48,0.25,0.78,1.26,7.63-10.99,
-0.49,0.26,0.8,4.62,9.87-12.39,
-0.51,0.28,0.85,7.35,15.19-14.35,
-0.49,0.29,0.87,11.83,19.32-16.66,
-0.45,0.32,0.85,10.92,16.87-17.99,
-0.44,0.34,0.81,4.13,9.03-17.50,
-0.45,0.31,0.84,-0.56,5.46-14.49,
-0.47,0.31,0.86,-2.8,6.37-12.95,
-0.47,0.28,0.87,-3.08,7.21-10.57,
-0.47,0.27,0.85,-3.36,6.51-9.10,
-0.44,0.27,0.84,-3.15,5.18-7.56,
-0.43,0.26,0.83,-4.97,1.82-5.53,
-0.43,0.27,0.86,-7.84,-1.75-2.45,
-0.41,0.29,0.92,-10.22,-2.87-1.26,
-0.4,0.31,0.89,-14.56,-4.830.63,
-0.37,0.29,0.88,-17.92,-6.022.17,
-0.36,0.27,0.85,-18.69,-7.913.71,
-0.36,0.23,0.85,-18.41,-9.175.32,
-0.37,0.21,0.85,-17.36,-9.176.58,
-0.38,0.21,0.84,-16.24,-9.317.70,
-0.39,0.19,0.85,-15.12,-8.828.40,
-0.4,0.18,0.87,-14.14,-7.008.82,
-0.42,0.19,0.89,-13.51,-6.099.03,
-0.44,0.18,0.89,-14.63,-5.119.66,
-0.45,0.18,0.86,-16.1,-3.719.80,
-0.44,0.16,0.81,-14.98,-5.119.10,
-0.44,0.16,0.83,-12.32,-5.398.54,
-0.46,0.17,0.85,-10.43,-2.387.84,
-0.47,0.17,0.85,-9.31,-1.337.28,
-0.47,0.16,0.86,-7.63,-1.617.35,
-0.44,0.14,0.88,-4.83,-0.146.72,
-0.42,0.15,0.89,-3.5,1.616.16,
-0.41,0.13,0.9,-1.75,2.106.37,
-0.41,0.14,0.84,-0.49,-0.567.00,
-0.45,0.13,0.87,2.1,-1.128.40,
-0.46,0.15,0.89,3.92,2.877.91,
-0.46,0.12,0.86,4.97,3.297.42,
-0.46,0.09,0.85,4.83,1.408.47,
-0.48,0.06,0.87,5.53,0.569.24,
-0.49,0.03,0.89,8.82,2.459.80,
-0.48,0.03,0.9,11.34,5.119.66,
-0.46,0.04,0.88,13.16,5.748.89,
-0.45,0.06,0.88,13.72,4.698.96,
-0.45,0.1,0.88,13.79,6.029.73,
-0.42,0.12,0.89,14.28,8.3310.29,
-0.41,0.13,0.89,14.42,9.4511.62,
-0.39,0.14,0.89,13.23,11.0612.81,
-0.43,0.16,0.85,9.38,9.3112.67,
-0.45,0.15,0.8,2.73,5.2514.00,
-0.48,0.12,0.81,1.19,6.7915.54,
-0.55,0.19,0.88,-3.43,13.7913.58,
-0.55,0.23,0.9,-12.32,17.5710.78,
-0.52,0.27,0.88,-21.28,15.2610.50,
-0.49,0.27,0.86,-27.09,10.789.87,
-0.48,0.25,0.87,-27.37,3.298.26,
-0.52,0.19,0.92,-26.04,-5.114.69,
-0.53,0.1,0.94,-23.52,-5.952.52,
-0.55,0.08,0.92,-18.41,-4.340.21,
-0.59,0.1,0.88,-15.19,-1.68-1.75,
-0.57,0.13,0.87,-11.69,1.05-3.50,
-0.53,0.18,0.85,-6.72,5.53-4.76,
-0.48,0.2,0.85,17.78,5.95-6.16,
-0.49,0.2,0.85,2.59,3.64-6.30,
-0.53,0.2,0.85,2.31,-0.63-4.97,
-0.56,0.26,0.9,0.21,-3.71-3.36,
-0.57,0.32,0.94,-2.52,-4.41-3.99,
-0.51,0.3,0.95,-3.43,-2.24-5.95,
-0.43,0.27,0.94,-4.13,0.07-7.49,
-0.38,0.22,0.93,-4.62,2.10-8.19,
-0.37,0.2,0.89,-5.74,1.89-7.14,
-0.41,0.18,0.84,-7,-0.84-6.23,
-0.42,0.17,0.83,-7.77,-1.54-5.25,
-0.48,0.14,0.82,-6.93,-4.20-4.48,
-0.5,0.15,0.82,-9.1,-7.28-4.55,
-0.46,0.16,0.84,-10.01,-7.21-5.04,
-0.45,0.13,0.88,-7.21,-5.88-6.16,
-0.44,0.11,0.9,-6.23,-3.43-6.44,
-0.49,0.12,0.9,-6.09,-3.22-6.30,
-0.49,0.17,0.88,-5.32,-2.03-6.37,
-0.43,0.21,0.92,-3.92,1.05-6.44,
-0.39,0.21,0.94,0.56,3.71-6.79,
-0.38,0.18,0.92,3.36,6.16-7.07,
-0.4,0.14,0.9,4.76,5.18-6.02,
-0.41,0.18,0.86,2.31,2.94-4.69,
-0.41,0.2,0.84,0.7,1.12-3.08,
-0.41,0.19,0.84,-0.35,-1.26-1.82,
-0.41,0.17,0.83,0.35,-4.06-0.07,
-0.42,0.18,0.84,1.33,-5.951.75,
-0.39,0.19,0.85,4.62,-4.622.10,
-0.33,0.22,0.89,8.82,-0.911.54,
-0.34,0.22,0.92,11.83,0.841.47,
-0.39,0.23,0.92,10.78,1.752.80,
-0.49,0.26,0.93,8.89,-2.592.80,
-0.48,0.29,0.93,7.14,-0.911.61,
-0.42,0.3,0.93,6.86,1.19-0.91,
-0.42,0.24,0.88,7.14,0.21-1.47,
-0.43,0.23,0.86,5.32,-2.170.00,
-0.4,0.28,0.87,6.58,1.054.06,
-0.43,0.3,0.89,8.68,1.264.62,
-0.41,0.24,0.85,10.08,-1.614.13,
-0.37,0.21,0.82,9.45,-1.752.52,
