aX,aY,aZ,gX,gY,gZ
0.02,0.92,0.23,-0.35,-1.47-0.84,
0.01,0.92,0.24,1.19,-1.61-0.07,
0,0.92,0.26,2.24,-2.100.42,
-0.01,0.93,0.26,3.5,-2.801.12,
-0.01,0.93,0.28,4.55,-3.291.96,
0,0.93,0.29,5.67,-3.432.38,
0.01,0.94,0.3,6.58,-3.222.59,
0.02,0.95,0.3,6.65,-3.152.38,
0.02,0.96,0.29,5.95,-3.012.45,
0.04,0.96,0.29,5.46,-2.661.82,
0.05,0.96,0.3,4.69,-2.171.12,
0.05,0.95,0.29,3.71,-1.611.19,
0.05,0.95,0.27,2.87,-1.400.63,
0.05,0.95,0.26,1.82,-1.750.21,
0.05,0.96,0.25,1.54,-2.59-0.07,
0.06,0.95,0.25,1.19,-3.08-0.07,
0.06,0.95,0.25,1.19,-3.08-0.42,
0.06,0.95,0.25,1.05,-2.94-0.56,
0.05,0.95,0.24,0.84,-2.59-0.84,
0.05,0.95,0.23,0.98,-3.01-1.05,
0.04,0.95,0.23,0.91,-3.43-0.84,
0.04,0.95,0.21,0.98,-4.13-0.77,
0.04,0.95,0.2,1.19,-4.55-1.05,
0.04,0.94,0.2,1.4,-5.18-0.63,
0.04,0.94,0.19,2.24,-6.23-0.63,
0.05,0.94,0.19,3.08,-7.07-0.49,
0.05,0.93,0.18,4.27,-7.42-0.49,
0.05,0.94,0.16,4.97,-8.26-0.14,
0.05,0.94,0.15,5.95,-9.590.42,
0.05,0.93,0.16,7.21,-10.711.12,
0.05,0.93,0.16,8.61,-11.621.96,
0.05,0.93,0.17,10.15,-12.323.22,
0.05,0.94,0.17,11.83,-12.253.64,
0.05,0.94,0.18,13.58,-11.903.71,
0.06,0.95,0.19,14.91,-11.833.85,
0.06,0.95,0.2,16.1,-11.693.78,
0.06,0.95,0.22,17.01,-11.343.92,
0.06,0.95,0.23,17.29,-10.643.57,
0.05,0.95,0.25,16.87,-9.943.43,
0.04,0.96,0.25,15.75,-9.242.73,
0.04,0.97,0.24,14.7,-9.102.45,
0.03,0.97,0.24,13.86,-9.381.82,
0.03,0.98,0.23,12.32,-10.291.54,
0.03,0.99,0.23,11.13,-11.550.70,
0.03,0.99,0.23,10.08,-13.020.14,
0.04,0.99,0.23,8.96,-13.72-0.77,
0.05,0.99,0.23,7.07,-14.14-1.47,
0.05,0.99,0.22,6.09,-14.28-2.31,
0.06,0.98,0.22,5.11,-13.44-2.94,
0.07,0.97,0.22,3.78,-12.25-3.71,
0.08,0.96,0.21,2.94,-10.57-4.69,
0.08,0.95,0.2,3.08,-8.96-4.90,
0.09,0.94,0.2,3.36,-7.28-4.90,
0.08,0.94,0.19,3.29,-5.81-4.76,
0.08,0.94,0.18,3.29,-4.62-4.55,
0.07,0.94,0.16,3.43,-4.41-3.99,
0.07,0.94,0.15,3.5,-4.27-3.71,
0.07,0.94,0.14,3.85,-4.83-3.01,
0.06,0.94,0.14,3.99,-4.90-2.24,
0.05,0.95,0.14,4.62,-4.41-1.61,
0.05,0.97,0.12,4.48,-3.01-1.40,
0.05,0.98,0.1,3.57,-2.10-1.75,
0.06,0.99,0.09,3.01,-2.24-1.96,
0.05,0.99,0.1,2.24,-3.01-2.66,
0.05,0.98,0.12,0.77,-3.92-2.73,
0.02,0.98,0.12,0.91,-6.02-3.78,
-0.01,0.97,0.13,1.4,-7.21-3.71,
-0.03,0.98,0.14,1.54,-7.63-3.43,
-0.06,0.99,0.13,0.49,-8.61-3.15,
-0.05,1,0.11,-0.07,-9.73-3.99,
-0.03,1.01,0.1,-0.56,-11.83-4.90,
-0.01,1.02,0.1,-0.21,-14.00-5.25,
0,1.02,0.1,0.63,-15.54-6.02,
0,1.02,0.1,0.49,-16.45-5.74,
0.01,1.01,0.12,0.21,-16.38-5.18,
0.01,0.98,0.14,-0.91,-15.61-3.08,
0,0.97,0.17,-2.59,-13.02-1.05,
0,0.97,0.19,-5.53,-7.280.00,
0.01,0.97,0.19,-8.82,-2.730.56,
0.02,0.97,0.18,-10.78,2.101.33,
0.04,0.98,0.17,-11.83,6.721.33,
0.05,1,0.15,-12.39,11.200.77,
0.07,1.01,0.12,-11.13,17.080.21,
0.07,1.01,0.1,-9.31,21.70-0.14,
0.05,1,0.09,-7.21,24.08-0.42,
0.03,1,0.08,-7.28,25.20-0.28,
0.02,1,0.07,-8.4,24.99-0.14,
0.01,1,0.07,-9.59,23.450.77,
-0.01,1.01,0.08,-10.5,22.121.68,
-0.03,1,0.08,-12.88,21.003.36,
-0.07,0.97,0.07,-14.84,18.274.69,
-0.1,0.94,0.07,-15.4,15.757.28,
-0.12,0.94,0.07,-15.61,13.729.03,
-0.12,0.94,0.04,-16.24,12.5310.43,
-0.11,0.93,0.03,-15.68,11.4111.41,
-0.07,0.94,0.02,-13.79,12.1111.90,
0.11,0.98,0.01,-11.2,14.7711.06,
0.07,1.01,0,-7.84,16.3811.62,
0.11,1.02,0.04,-4.62,18.6212.74,
0.12,1,0.08,-2.52,22.1914.70,
0.1,0.99,0.11,0.14,25.7617.57,
0.07,0.98,0.11,0.14,28.4920.37,
0.04,0.98,0.13,-2.59,29.1222.75,
0.02,1,0.12,-5.67,26.6025.83,
0.01,1.01,0.11,-7,21.6327.93,
0.03,1.05,0.11,-10.92,17.5728.28,
0.08,1.06,0.12,-12.18,16.7326.32,
0.15,1.06,0.16,-9.1,18.9723.45,
0.23,1.06,0.22,-4.9,23.5220.02,
0.28,1.05,0.26,-0.42,31.2917.08,
0.27,1.04,0.29,-0.35,36.4716.52,
0.22,1.02,0.34,-5.95,39.5520.44,
0.05,1.02,0.36,-13.79,39.4125.97,
-0.14,1,0.39,-21.84,35.7031.01,
-0.27,0.94,0.37,-30.87,29.8936.54,
-0.32,0.81,0.32,-33.95,24.5739.55,
-0.24,0.74,0.23,-26.88,15.8939.55,
-0.07,0.72,0.17,-14.63,7.6337.87,
0.15,0.74,0.15,4.34,1.1235.91,
0.34,0.81,0.13,15.54,-3.2234.86,
0.5,0.89,0.17,22.4,-5.3936.40,
0.56,1.03,0.26,26.46,-6.6542.00,
0.5,1.13,0.4,25.34,-3.5747.25,
0.35,1.17,0.51,15.68,1.3351.80,
0.2,1.16,0.6,-7.42,11.6253.90,
0.07,1.07,0.55,-12.88,18.5554.39,
0.02,1.01,0.47,-5.18,25.1352.29,
0.02,0.99,0.38,4.48,28.2847.11,
0.08,0.92,0.31,17.01,27.1642.21,
0.17,0.9,0.27,30.1,18.9039.34,
0.2,0.92,0.27,30.87,14.1438.71,
0.18,0.94,0.26,22.61,8.1239.62,
0.12,0.94,0.29,16.94,1.1940.53,
0.1,0.97,0.32,5.67,-11.3441.65,
0.08,0.98,0.36,-11.34,-20.0944.66,
0.11,0.9,0.28,-18.41,-21.4945.92,
0.17,0.81,0.15,-11.06,-24.7846.34,
0.18,0.74,0.1,3.99,-27.8647.04,
0.16,0.66,0.15,13.3,-26.4648.51,
0.15,0.6,0.17,16.45,-23.4550.40,
0.19,0.58,0.21,12.95,-20.1653.06,
0.23,0.59,0.22,10.99,-13.7250.89,
0.29,0.69,0.24,11.9,-4.3446.69,
0.33,0.8,0.26,9.17,0.9142.56,
0.36,0.88,0.26,11.55,7.2138.36,
0.36,0.9,0.21,17.36,10.7136.47,
0.36,0.89,0.21,14.91,10.6438.78,
0.37,0.83,0.22,9.17,10.6441.93,
0.35,0.74,0.23,5.25,13.3743.19,
0.24,0.69,0.26,-0.28,20.7944.73,
0.19,0.68,0.23,-7.91,29.9641.44,
0.18,0.69,0.21,-7.49,35.6336.68,
0.14,0.75,0.18,-4.34,33.1131.36,
0.11,0.88,0.23,-5.53,26.3224.92,
0.08,1.01,0.29,-8.4,22.4718.97,
0.12,0.99,0.23,-11.06,19.6714.77,
0.25,0.86,0.17,-10.64,16.8714.56,
0.39,0.75,0.17,-5.67,14.1417.92,
0.45,0.72,0.14,-1.26,10.1522.54,
0.43,0.77,0.13,0.35,4.4128.56,
0.4,0.91,0.14,-2.45,-1.4735.70,
0.35,1.03,0.18,-5.6,-4.6937.38,
0.3,1.12,0.21,-8.82,-5.3236.96,
0.34,1.15,0.23,-12.88,-3.7835.14,
0.39,1.11,0.28,-12.67,-1.4032.27,
0.38,1.09,0.29,-12.04,0.1429.96,
0.32,1.08,0.31,-13.3,0.0726.18,
0.29,1.04,0.3,-16.31,1.1223.31,
0.34,1.01,0.31,-16.8,-1.6820.58,
0.4,1.01,0.34,-17.01,-3.9917.64,
0.42,0.97,0.33,-14.7,-4.2015.61,
0.4,0.95,0.3,-11.97,-4.3414.00,
0.39,0.93,0.29,-9.87,-4.5512.88,
0.39,0.92,0.31,-9.8,-3.8512.39,
0.41,0.93,0.27,-11.06,-1.1911.27,
0.41,0.96,0.2,-14.14,-4.7612.25,
0.45,0.97,0.22,-18.62,-7.5613.23,
0.48,0.96,0.26,-20.72,-9.1015.05,
0.5,0.92,0.31,-20.79,-8.7516.59,
0.49,0.89,0.36,-18.69,-4.6915.68,
0.48,0.83,0.37,-16.87,0.2113.37,
0.44,0.77,0.35,-12.81,7.2811.55,
0.41,0.74,0.32,-8.12,10.859.59,
0.38,0.72,0.31,-4.41,11.698.47,
0.34,0.74,0.29,-3.43,10.997.70,
0.33,0.77,0.27,-3.01,10.714.97,
0.35,0.82,0.26,-2.52,9.381.26,
0.38,0.87,0.27,-1.19,6.16-0.63,
0.41,0.92,0.29,-3.64,3.64-1.54,
0.44,0.92,0.32,-3.29,2.45-2.66,
0.45,0.96,0.34,-3.43,3.08-2.94,
0.47,0.97,0.37,-3.01,6.23-2.94,
0.48,0.97,0.35,-1.61,11.06-3.50,
0.49,0.95,0.33,-1.47,15.89-5.18,
0.47,0.9,0.3,-0.49,20.93-6.86,
0.43,0.87,0.29,0.21,23.38-8.68,
0.4,0.85,0.28,-0.14,25.41-9.87,
0.4,0.84,0.27,1.33,27.44-11.34,
0.41,0.84,0.27,3.01,28.98-12.53,
0.42,0.84,0.29,3.29,30.38-13.72,
0.41,0.84,0.29,4.2,31.29-14.42,
0.39,0.86,0.31,5.39,33.11-15.12,
0.37,0.89,0.31,5.04,33.81-15.61,
0.36,0.91,0.33,4.34,34.44-17.22,
0.35,0.92,0.33,4.9,36.82-19.11,
0.35,0.9,0.33,6.72,37.17-20.51,
0.35,0.91,0.36,6.3,36.33-21.28,
0.34,0.91,0.37,6.86,39.06-22.12,
0.31,0.91,0.36,9.59,42.07-22.61,
0.31,0.92,0.35,10.36,43.12-23.10,
0.31,0.93,0.33,10.99,44.10-23.94,
0.31,0.93,0.32,11.83,44.73-25.27,
0.32,0.92,0.32,13.16,45.08-25.62,
0.32,0.91,0.34,13.65,45.08-26.18,
0.28,0.9,0.36,13.37,45.08-26.11,
0.26,0.89,0.34,13.51,45.08-24.99,
0.24,0.88,0.33,14.63,44.38-24.78,
0.21,0.87,0.34,14.77,43.05-23.80,
0.2,0.87,0.36,13.58,41.16-22.96,
0.2,0.85,0.37,10.57,38.71-22.40,
0.2,0.83,0.38,9.38,36.47-21.91,
0.18,0.82,0.39,10.85,38.36-22.12,
0.18,0.82,0.38,17.92,43.12-23.10,
0.19,0.84,0.37,20.09,47.60-23.38,
0.19,0.85,0.35,17.08,48.30-21.77,
0.19,0.87,0.34,14.21,47.53-19.46,
0.2,0.88,0.35,14.56,47.46-18.69,
0.23,0.87,0.38,17.92,51.87-17.71,
0.26,0.91,0.39,16.31,56.63-17.36,
0.29,0.89,0.39,15.05,61.11-16.52,
0.3,0.9,0.38,14.56,61.81-16.59,
0.29,0.92,0.39,12.95,61.39-17.08,
0.26,0.87,0.43,14.14,63.98-18.83,
0.22,0.82,0.41,17.78,72.66-17.78,
0.17,0.8,0.34,19.18,76.86-15.89,
0.16,0.8,0.32,16.38,78.19-13.51,
0.15,0.78,0.32,14.49,77.70-10.92,
0.14,0.77,0.33,14.28,78.82-9.10,
0.14,0.79,0.34,16.87,80.99-7.70,
0.14,0.82,0.36,20.79,82.25-7.07,
0.15,0.86,0.36,21,80.50-6.72,
0.16,0.89,0.36,19.39,78.89-6.44,
0.16,0.9,0.38,17.57,77.91-7.14,
0.15,0.88,0.4,17.78,80.01-8.61,
0.18,0.84,0.37,21.42,84.00-9.03,
0.22,0.81,0.34,24.22,87.78-6.72,
0.27,0.79,0.35,26.6,93.24-3.22,
0.3,0.81,0.36,27.51,95.690.42,
0.3,0.83,0.37,27.93,97.513.50,
0.27,0.85,0.37,29.26,99.335.46,
0.23,0.87,0.37,31.85,100.736.65,
0.17,0.89,0.37,33.95,103.187.56,
0.13,0.91,0.37,35.35,103.887.07,
0.11,0.9,0.36,35.07,102.416.86,
0.09,0.89,0.35,33.95,98.776.23,
0.09,0.88,0.35,33.46,95.622.94,
0.1,0.85,0.38,36.12,93.451.75,
0.13,0.89,0.42,35.49,93.800.35,
0.13,0.87,0.42,33.18,96.111.61,
0.11,0.88,0.4,31.36,97.092.59,
0.1,0.87,0.37,30.45,94.084.55,
0.09,0.88,0.36,31.85,87.227.14,
0.1,0.93,0.38,31.85,79.808.68,
0.11,0.95,0.38,29.89,75.048.61,
0.13,0.94,0.37,26.6,73.158.33,
0.14,0.9,0.35,28.14,71.617.70,
0.15,0.91,0.36,29.89,72.526.16,
0.16,0.91,0.38,32.27,75.183.78,
0.14,0.94,0.37,36.12,78.54-0.07,
0.12,0.98,0.34,36.19,81.06-2.87,
0.1,0.98,0.33,36.26,82.53-5.11,
0.1,1.01,0.3,18.06,84.70-7.07,
0.09,1.04,0.25,31.92,85.54-8.40,
0.09,1.02,0.21,30.24,84.35-8.05,
0.09,1,0.19,29.4,82.04-8.05,
0.1,0.96,0.2,28.56,79.73-7.00,
0.13,0.94,0.21,25.76,78.26-5.53,
0.15,0.92,0.23,22.33,77.42-3.71,
0.16,0.91,0.24,19.88,79.10-3.71,
0.15,0.91,0.22,17.08,83.09-4.27,
0.11,0.91,0.15,14.63,86.73-5.46,
0.06,0.91,0.07,13.65,87.99-7.00,
0.03,0.92,0.01,13.02,85.47-7.56,
-0.01,0.94,-0.02,14.21,79.24-7.98,
-0.04,0.98,-0.02,17.01,74.62-8.75,
-0.06,1.02,-0.01,18.48,70.21-9.03,
-0.04,1.01,0.07,17.99,68.46-8.68,
-0.03,1.02,0.1,16.52,70.35-8.19,
-0.02,1,0.13,14.42,72.52-7.35,
-0.02,0.99,0.13,12.11,79.38-7.00,
-0.05,0.98,0.1,10.5,84.07-5.81,
-0.09,0.98,0.04,10.5,85.19-4.76,
-0.09,1,0.02,12.6,84.77-4.83,
-0.06,1.02,0,15.89,84.42-5.04,
-0.04,1.01,0.01,19.32,85.19-7.00,
-0.01,0.94,0.05,23.03,86.38-6.09,
-0.01,0.92,0.06,25.27,86.87-3.36,
0.03,0.93,0.09,20.93,87.85-0.35,
0.06,0.9,0.1,20.3,91.283.64,
0.06,0.94,0.12,18.41,96.816.58,
0.05,0.97,0.12,15.19,102.138.47,
0.03,1,0.1,12.67,108.298.68,
0,0.98,0.06,11.69,112.079.03,
-0.08,0.99,0.03,12.18,111.169.45,
-0.13,0.98,0.02,12.67,108.508.40,
-0.17,0.96,0.03,12.88,104.238.19,
-0.19,0.97,0.05,13.65,98.287.70,
-0.2,0.95,0.06,14.42,93.177.07,
-0.19,0.95,0.06,15.33,88.906.44,
-0.15,0.96,0.08,15.96,84.845.74,
-0.11,0.96,0.1,15.61,84.355.18,
-0.1,0.96,0.08,15.75,82.046.44,
-0.09,0.97,0.08,15.75,80.857.77,
-0.08,0.98,0.07,14.84,80.089.24,
-0.09,0.98,0.06,14,79.2410.99,
-0.1,0.98,0.04,10.92,76.3712.95,
-0.12,0.95,0.07,11.2,72.5914.07,
-0.13,0.93,0.08,11.13,71.8216.10,
-0.14,0.94,0.09,12.18,72.8716.80,
-0.13,0.96,0.09,14.49,75.5316.45,
-0.11,0.96,0.1,17.22,79.8015.33,
-0.1,0.98,0.12,19.6,84.6313.79,
-0.1,1,0.13,20.09,91.0013.30,
-0.12,1.02,0.13,19.11,94.1513.72,
-0.14,1.05,0.12,16.73,95.2714.56,
-0.14,1.08,0.13,15.26,94.7816.17,
-0.14,1.09,0.15,11.27,94.4316.87,
-0.15,1.06,0.15,5.95,93.3817.92,
-0.14,1.05,0.14,0.42,92.4717.92,
-0.15,1.04,0.17,-4.13,92.6816.94,
-0.14,1.08,0.17,-9.38,94.6415.05,
-0.13,1.12,0.16,-14.42,95.0613.30,
-0.11,1.19,0.16,-22.61,94.5010.29,
-0.1,1.26,0.13,-31.99,92.756.16,
-0.08,1.36,0.11,-44.31,87.29-0.98,
-0.02,1.4,0.1,-58.1,80.22-6.58,
0,1.37,0.16,-72.1,73.92-10.71,
-0.03,1.31,0.21,-89.04,68.81-12.25,
-0.04,1.22,0.23,-101.5,68.32-13.02,
-0.04,1.13,0.12,-114.45,64.61-11.97,
-0.04,1,0.11,-126.77,57.47-9.31,
-0.06,0.91,0.09,-132.58,50.68-5.18,
-0.11,0.82,0.06,-125.37,37.032.03,
-0.08,0.89,0.11,-126.56,24.437.42,
0.04,0.9,0.13,-121.1,10.5015.54,
0.08,0.97,0.1,-116.55,4.0618.48,
0.08,0.99,0.15,-101.22,1.2619.67,
0.06,1.05,0.25,-94.92,4.2718.62,
-0.11,0.99,0.27,-88.48,9.7315.75,
-0.02,0.92,0.3,-77.91,12.8112.67,
0,0.92,0.38,-68.32,16.9410.08,
0.04,0.88,0.39,-62.79,24.369.10,
0.05,0.89,0.3,-61.11,27.797.77,
0.05,0.82,0.27,-54.74,27.028.54,
0.07,0.71,0.29,-46.55,23.1713.30,
0.05,0.73,0.29,-40.81,18.2017.43,
0.04,0.72,0.3,-37.66,17.7120.37,
0.03,0.71,0.27,-33.32,18.4121.42,
0.02,0.72,0.24,-29.61,16.7321.35,
0,0.68,0.25,-22.89,15.1221.28,
-0.02,0.67,0.26,-15.61,12.3922.40,
-0.02,0.67,0.3,-9.73,8.0523.52,
0,0.68,0.33,-3.99,5.6024.85,
0.04,0.69,0.36,3.08,5.8825.76,
0.08,0.7,0.38,8.68,9.1026.53,
0.13,0.71,0.41,12.95,14.0727.09,
0.15,0.72,0.42,16.38,20.0927.93,
0.17,0.74,0.44,17.92,26.8827.65,
0.15,0.74,0.46,18.55,34.9327.16,
0.12,0.71,0.49,21,42.4226.60,
0.08,0.68,0.47,24.57,49.1425.55,
0.04,0.69,0.44,24.78,52.5024.43,
0,0.71,0.45,22.89,52.2223.17,
-0.04,0.73,0.47,22.19,48.5821.35,
-0.06,0.74,0.49,23.1,43.0521.07,
-0.08,0.77,0.52,26.6,39.4820.58,
-0.06,0.79,0.55,32.2,36.9620.79,
-0.07,0.81,0.54,34.16,35.0021.07,
-0.08,0.83,0.55,32.27,32.1320.72,
-0.1,0.86,0.59,27.58,29.2614.28,
-0.11,0.84,0.64,23.24,28.777.14,
-0.07,0.84,0.66,21.91,34.79-0.42,
-0.05,0.9,0.65,21.14,42.56-6.86,
-0.06,1.01,0.61,21.07,48.58-14.49,
-0.08,1.05,0.62,19.95,48.86-21.91,
-0.1,1.03,0.68,21.63,43.54-25.76,
-0.17,1.02,0.79,16.87,33.81-27.23,
-0.21,1.02,0.86,4.34,27.72-28.42,
-0.19,1.05,0.79,-7.21,30.80-30.03,
-0.07,1.15,0.59,-5.18,39.90-30.24,
0.15,1.24,0.38,5.74,44.87-26.60,
0.39,1.31,0.21,20.44,44.24-20.02,
0.54,1.35,0.12,31.22,40.32-9.03,
0.48,1.36,0.05,27.51,32.69-0.77,
0.33,1.19,0.1,9.8,20.795.25,
0.21,0.98,0.23,-10.78,10.298.26,
0.07,0.91,0.36,-36.05,5.747.91,
-0.03,0.87,0.42,-51.31,19.603.50,
-0.04,0.75,0.35,-49.28,53.06-4.83,
-0.02,0.61,0.18,-32.97,89.88-11.76,
-0.01,0.59,-0.05,-9.03,118.02-12.88,
-0.04,0.73,-0.26,18.62,129.50-10.29,
-0.05,0.94,-0.37,43.47,118.79-7.63,
-0.07,1.09,-0.3,49.21,97.93-5.18,
-0.09,1.04,-0.04,52.57,79.03-2.31,
-0.12,1.03,0.18,56.56,64.961.19,
-0.13,1.01,0.32,55.23,60.341.40,
-0.19,1,0.32,55.02,60.200.49,
-0.18,0.95,0.33,52.22,66.15-1.61,
-0.15,0.84,0.27,51.45,70.70-1.19,
-0.05,0.77,0.21,46.2,72.526.23,
0.06,0.78,0.12,41.93,71.8917.50,
0.11,0.88,0.06,34.86,70.7727.58,
0.06,0.94,-0.02,41.86,65.3831.15,
-0.03,1.04,-0.01,45.71,60.8330.24,
-0.1,1.06,0.03,46.97,58.8026.81,
-0.15,0.99,0.08,49.35,58.5223.03,
-0.19,0.92,0.1,51.87,57.1220.93,
-0.19,0.89,0.11,52.01,53.4819.46,
-0.16,0.9,0.09,46.9,48.5120.51,
-0.12,0.88,0.1,46.55,41.9322.61,
-0.08,0.9,0.12,46.62,38.2924.08,
-0.08,0.92,0.14,45.43,39.3425.13,
-0.07,0.94,0.14,45.36,44.3125.34,
-0.05,0.94,0.1,45.92,48.5826.39,
-0.03,0.95,0.09,46.55,50.3328.56,
-0.02,0.98,0.12,45.78,50.3331.01,
-0.02,0.96,0.14,43.26,52.8533.81,
-0.04,0.95,0.16,40.6,54.5335.56,
-0.05,0.92,0.16,38.29,54.1838.08,
-0.1,0.91,0.14,37.94,54.0438.85,
-0.16,0.93,0.12,37.17,54.6738.64,
-0.18,0.97,0.1,36.68,55.7936.82,
-0.17,0.99,0.09,35.77,57.1933.39,
-0.15,1.01,0.11,36.33,58.8729.96,
-0.09,1.03,0.13,36.89,61.6726.11,
-0.1,1.06,0.11,34.58,62.8622.82,
-0.12,1.08,0.16,29.12,64.4720.09,
-0.13,1.06,0.2,22.4,65.5916.87,
-0.16,1.07,0.2,15.68,64.4014.98,
-0.19,1.09,0.18,5.25,62.9314.35,
-0.24,1.08,0.13,-2.45,59.2214.07,
-0.26,1.09,0.14,-11.48,53.8313.37,
-0.25,1.08,0.17,-19.6,49.7713.02,
-0.21,1.08,0.14,-27.79,47.3211.62,
-0.17,1.08,0.12,-36.4,43.8210.92,
-0.18,1.15,0.07,-46.97,35.708.75,
-0.17,1.26,0.07,-55.79,23.314.20,
-0.07,1.38,0.21,-69.3,14.63-1.68,
0.02,1.43,0.3,-84.35,16.10-9.73,
0.14,1.38,0.25,-101.43,23.31-18.76,
0.19,1.24,0.25,-111.65,28.63-25.55,
0.1,1.08,0.2,-115.92,31.71-29.82,
-0.05,1.07,0.09,-118.23,33.53-31.92,
-0.14,1.08,-0.07,-116.13,33.39-33.32,
-0.22,1.1,-0.13,-104.86,24.15-34.30,
-0.26,1.12,-0.01,-92.96,7.91-33.32,
-0.26,1.16,0.13,-83.65,-7.56-31.85,
-0.19,1.21,0.22,-79.73,-16.87-31.36,
-0.06,1.18,0.29,-79.38,-21.07-29.68,
0.1,1.09,0.32,-83.23,-21.21-27.58,
0.22,0.99,0.34,-84.98,-16.45-24.99,
0.3,0.96,0.35,-85.96,-10.22-20.09,
0.32,0.99,0.32,-87.64,-3.15-12.18,
0.3,1.03,0.25,-89.53,1.82-4.83,
0.3,1,0.23,-91.63,5.462.03,
0.26,0.92,0.19,-89.95,8.756.02,
0.22,0.88,0.2,-85.33,14.079.94,
0.14,0.77,0.2,-78.61,18.9013.86,
0.14,0.82,0.21,-71.54,23.1712.53,
0.12,0.8,0.18,-66.78,25.8311.48,
0.09,0.72,0.17,-59.29,31.715.46,
0,0.65,0.14,-42.28,31.922.31,
0,0.63,0.16,-34.09,27.790.07,
-0.04,0.61,0.17,-25.9,19.25-1.54,
-0.05,0.6,0.2,-19.6,10.64-1.96,
-0.06,0.6,0.23,-15.47,1.260.21,
-0.07,0.58,0.25,-9.03,-5.533.01,
-0.05,0.59,0.26,-2.59,-10.646.02,
-0.02,0.62,0.29,2.87,-12.189.10,
0,0.65,0.31,8.19,-9.8010.85,
0,0.67,0.34,16.31,-4.6211.34,
0.01,0.68,0.37,25.13,1.4011.06,
-0.01,0.68,0.37,33.67,5.6010.50,
-0.04,0.67,0.38,41.44,8.269.73,
-0.05,0.65,0.39,47.6,9.0310.36,
-0.06,0.65,0.4,51.31,7.9110.64,
-0.07,0.69,0.43,51.73,5.3211.27,
-0.05,0.75,0.47,49.35,3.4310.64,
-0.05,0.85,0.51,45.92,2.179.03,
-0.05,0.91,0.52,44.03,2.035.32,
-0.11,0.96,0.56,44.45,2.171.96,
-0.21,1.02,0.58,46.48,1.96-0.49,
-0.25,1.1,0.57,42.63,1.40-4.76,
-0.24,1.19,0.55,30.52,-0.84-10.43,
-0.19,1.23,0.57,17.15,-4.13-17.01,
-0.13,1.19,0.6,7.63,-4.83-22.82,
-0.13,1.08,0.63,4.97,-3.50-29.40,
-0.2,1,0.7,4.06,-5.18-32.62,
-0.3,0.94,0.76,-0.98,-9.87-34.16,
-0.35,0.89,0.8,-12.95,-13.65-34.65,
-0.34,0.9,0.72,-18.34,-14.63-33.95,
